zona;código.x;Freq.x;anio;comuna.x;promedio_i;año;comuna.y;personas;Ingresos_expandidos;Freq.y;p_poblacional;código.y;multi_pob;est_ing;ing_medio_zona;identificador
2101012013;02101;10;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;121;3,34371450757586e-04;02101;42057205,471408151;46693988,53293131;385900,731677118281;casen_censo_region_01
2101012901;02101;1;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;16;4,42144067117469e-05;02101;5561283,368120085;5010268,17714144;313141,761071339773;casen_censo_region_01
2101021001;02101;287;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;3642;1,00643043277614e-02;02101;1265887126,668334484;1209293401,11203027;332041,021722139034;casen_censo_region_01
2101021002;02101;267;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;4658;1,28719191539573e-02;02101;1619028620,543959856;1127511523,23527145;242059,150544283271;casen_censo_region_01
2101021003;02101;194;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;2620;7,24010909904856e-03;02101;910660151,529664040;827286560,81555450;315758,229318913945;casen_censo_region_01
2101021004;02101;351;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;4532;1,25237307011023e-02;02101;1575233514,020014286;1469879358,06818223;324333,485893244098;casen_censo_region_01
2101021005;02101;301;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;5748;1,58840256111951e-02;02101;1997891049,997140646;1266436250,09992409;220326,417901865701;casen_censo_region_01
2101031001;02101;295;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;3779;1,04428901852307e-02;02101;1313505615,507862806;1241956642,50963950;328646,901960740739;casen_censo_region_01
2101031002;02101;256;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;2511;6,93889845332479e-03;02101;872773908,584345937;1082452367,62466383;431084,176672506495;casen_censo_region_01
2101031003;02101;123;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;2087;5,76721667546349e-03;02101;725399899,329163671;531881625,50501543;254854,636082901503;casen_censo_region_01
2101031004;02101;352;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;3200;8,84288134234939e-03;02101;1112256673,624017239;1473938728,43667912;460605,852636462136;casen_censo_region_01
2101031005;02101;168;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;3138;8,67155051634137e-03;02101;1090706700,572551966;719574542,14855838;229309,924202854774;casen_censo_region_01
2101031006;02101;327;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;3335;9,21594039897975e-03;02101;1159180002,042530298;1372345819,70457554;411497,996912916191;casen_censo_region_01
2101041001;02101;324;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;4379;1,21009304369212e-02;02101;1522053741,812365770;1360139036,52656555;310604,940974324185;casen_censo_region_01
2101041002;02101;311;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;4125;1,13990267303723e-02;02101;1433768368,343459368;1307202571,26040435;316897,593032825273;casen_censo_region_01
2101041003;02101;232;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;2518;6,95824225626117e-03;02101;875206970,057898521;983931863,38671708;390759,278549133101;casen_censo_region_01
2101041004;02101;232;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;2923;8,07741942615227e-03;02101;1015976955,313438058;983931863,38671708;336617,127398808429;casen_censo_region_01
2101041005;02101;252;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;4618;1,27613831371780e-02;02101;1605125412,123659611;1066052656,09703612;230847,262039202265;casen_censo_region_01
2101051001;02101;389;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;4321;1,19406532125912e-02;02101;1501894089,602930546;1623895640,27021289;375814,774420322326;casen_censo_region_01
2101051002;02101;332;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;5027;1,38916139087470e-02;02101;1747285718,221229315;1392682859,92976165;277040,552999753680;casen_censo_region_01
2101051003;02101;318;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;5139;1,42011147557292e-02;02101;1786214701,798070192;1335715059,46095133;259917,310655954672;casen_censo_region_01
2101061001;02101;262;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;3741;1,03378809692903e-02;02101;1300297567,508577585;1107037274,72685623;295920,148283040966;casen_censo_region_01
2101061002;02101;302;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;2750;7,59935115358151e-03;02101;955845578,895639658;1270514725,07704902;462005,354573472345;casen_censo_region_01
2101061003;02101;356;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;3370;9,31265941366170e-03;02101;1171345309,410293102;1490172691,44714999;442187,742269183975;casen_censo_region_01
2101071001;02101;315;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;4201;1,16090451622531e-02;02101;1460184464,342029810;1323497798,28829503;315043,513041726954;casen_censo_region_01
2101071002;02101;223;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;2844;7,85911079301302e-03;02101;988518118,683345318;946907827,39154553;332949,306396464701;casen_censo_region_01
2101071003;02101;390;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;7624;2,10681647981474e-02;02101;2649951524,909220695;1627942279,27349496;213528,630544792104;casen_censo_region_01
2101071004;02101;273;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;3724;1,02909031621591e-02;02101;1294388703,929949760;1152065157,84769702;309362,287284558872;casen_censo_region_01
2101071005;02101;224;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;3220;8,89814935073907e-03;02101;1119208277,834167242;951023834,41150796;295349,016897983791;casen_censo_region_01
2101081001;02101;242;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;2981;8,23769665048235e-03;02101;1036136607,522873402;1025018226,91655385;343850,461897535657;casen_censo_region_01
2101081002;02101;305;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;4598;1,27061151287883e-02;02101;1598173807,913509369;1282747676,24516439;278979,485916738689;casen_censo_region_01
2101081003;02101;198;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;3327;9,19383319562388e-03;02101;1156399360,358470440;843816877,77266455;253626,954545435670;casen_censo_region_01
2101081004;02101;111;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;2616;7,22905549737062e-03;02101;909269830,687633991;481500860,89856040;184059,962117186689;casen_censo_region_01
2101091001;02101;293;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;2670;7,37827912002277e-03;02101;928039162,055039287;1233793402,19975567;462094,907190919737;casen_censo_region_01
2101091002;02101;376;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;3682;1,01748403445408e-02;02101;1279790335,088634729;1571260052,47081327;426740,915934495686;casen_censo_region_01
2101091003;02101;93;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;3061;8,45876868404109e-03;02101;1063943024,363473892;405609709,53998268;132508,889101595123;casen_censo_region_01
2101091004;02101;303;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;4034;1,11475572921992e-02;02101;1402138569,187276602;1274592786,82488441;315962,515325950517;casen_censo_region_01
2101091005;02101;429;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;3472;9,59452625644908e-03;02101;1206798490,882058382;1785521447,92984653;514263,089841545734;casen_censo_region_01
2101091006;02101;200;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;4565;1,26149229149453e-02;02101;1586703660,966762066;852078191,91583622;186654,587495254382;casen_censo_region_01
2101091007;02101;153;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;1884;5,20624639030820e-03;02101;654841116,596140146;657204979,53811872;348834,914829150017;casen_censo_region_01
2101091008;02101;287;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;2451;6,77309442815573e-03;02101;851919095,953895569;1209293401,11203027;493387,760551624000;casen_censo_region_01
2101091009;02101;210;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;2064;5,70365846581536e-03;02101;717405554,487491131;893347356,52235734;432823,331648428924;casen_censo_region_01
2101091010;02101;251;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;2643;7,30366730869670e-03;02101;918654496,371336579;1061951488,34077108;401797,763276871410;casen_censo_region_01
2101101001;02101;375;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;3814;1,05396091999127e-02;02101;1325670922,875625372;1567208878,18354559;410909,511846760754;casen_censo_region_01
2101101002;02101;134;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;1578;4,36064586194604e-03;02101;548481572,180843472;577931496,86160386;366243,027161979640;casen_censo_region_01
2101101003;02101;175;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;2526;6,98034945961705e-03;02101;877987611,741958499;748621088,12459803;296366,226494298491;casen_censo_region_01
2101102007;02101;18;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;401;1,10812356821316e-03;02101;139379664,413509637;82550962,02466018;205862,748191172519;casen_censo_region_01
2101102014;02101;5;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;78;2,15545232719766e-04;02101;27111256,419585418;23847480,07094149;305736,923986429349;casen_censo_region_01
2101102016;02101;1;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;9;2,48706037753577e-05;02101;3128221,894567548;5010268,17714144;556696,464126826264;casen_censo_region_01
2101122014;02101;12;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;268;7,40591312421761e-04;02101;93151496,416011438;55721047,51400828;207914,356395553274;casen_censo_region_01
2101122019;02101;2;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;1438;3,97376980321826e-03;02101;499820342,709792674;9810235,88716289;6822,139003590329;casen_censo_region_01
2101141001;02101;589;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;7735;2,13749022447102e-02;02101;2688532928,275553703;2427787880,46205235;313870,443498649285;casen_censo_region_01
2101141002;02101;454;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;6365;1,75890436700168e-02;02101;2212348039,880271435;1886300657,31026340;296355,170040889760;casen_censo_region_01
2101141003;02101;204;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;3005;8,30401826054997e-03;02101;1044478532,575053573;868593263,13637042;289049,338814099960;casen_censo_region_01
2101141004;02101;436;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;4535;1,25320209023608e-02;02101;1576276254,651536703;1813757306,77892804;399946,484405496798;casen_censo_region_01
2101141005;02101;360;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;4116;1,13741561265969e-02;02101;1430640146,448891878;1506401073,73302555;365986,655425905134;casen_censo_region_01
2101141006;02101;436;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;7236;1,99959654353876e-02;02101;2515090403,232308865;1813757306,77892804;250657,449803610827;casen_censo_region_01
2101141007;02101;196;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;2982;8,24046005090184e-03;02101;1036484187,733381033;835553009,69361794;280198,863076330570;casen_censo_region_01
2101141008;02101;180;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;2989;8,25980385383823e-03;02101;1038917249,206933498;769346777,03442693;257392,698907469690;casen_censo_region_01
2101141009;02101;396;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;6367;1,75945704708558e-02;02101;2213043200,301286221;1652215475,06906104;259496,697827714990;casen_censo_region_01
2101151001;02101;229;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;2879;7,95582980769497e-03;02101;1000683426,051108003;971595487,07731891;337476,723541965534;casen_censo_region_01
2101151002;02101;278;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;3675;1,01554965416044e-02;02101;1277357273,615082026;1172513893,41821265;319051,399569581728;casen_censo_region_01
2101151003;02101;240;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;3768;1,04124927806164e-02;02101;1309682233,192280293;1016805180,04813433;269852,754789844563;casen_censo_region_01
2101151004;02101;453;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;8961;2,47628311589978e-02;02101;3114666266,357755184;1882272812,53532219;210051,647420524736;casen_censo_region_01
2101161001;02101;291;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;2974;8,21835284754596e-03;02101;1033703546,049320936;1225628456,61197209;412114,477677193063;casen_censo_region_01
2101161002;02101;258;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;3413;9,43148563169952e-03;02101;1186291258,462115765;1090649275,69364929;319557,361761983368;casen_censo_region_01
2101161003;02101;184;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;1805;4,98793775716895e-03;02101;627382279,966047168;785914623,84084058;435409,763900742691;casen_censo_region_01
2101161004;02101;254;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;2437;6,73440682228296e-03;02101;847052973,006790519;1074253499,72784805;440809,807028251176;casen_censo_region_01
2101161005;02101;257;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;3265;9,02250236961586e-03;02101;1134849387,307005167;1086551065,65334773;332787,462680964032;casen_censo_region_01
2101171001;02101;114;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;2503;6,91679124996891e-03;02101;869993266,900285959;494111014,62845170;197407,516831183253;casen_censo_region_01
2101171002;02101;240;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;4463;1,23330560721579e-02;02101;1551250479,494996071;1016805180,04813433;227829,975363686885;casen_censo_region_01
2101171003;02101;393;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;4570;1,26287399170427e-02;02101;1588441562,019299507;1640080294,66576910;358879,714368877292;casen_censo_region_01
2101171004;02101;385;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;5586;1,54363547432386e-02;02101;1941583055,894924641;1607705892,43288898;287809,862590921752;casen_censo_region_01
2101181001;02101;559;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;5341;1,47593216404650e-02;02101;1856425904,320585966;2307820245,38364267;432095,159218057117;casen_censo_region_01
2101181002;02101;484;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;5876;1,62377408648891e-02;02101;2042381316,942101479;2007012447,07224941;341561,001884317491;casen_censo_region_01
2101181003;02101;348;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;4235;1,17030007765155e-02;02101;1472002191,499284983;1457699119,32954741;344202,861707094999;casen_censo_region_01
2101181004;02101;115;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;4475;1,23662168771917e-02;02101;1555421442,021086693;498312129,75810939;111354,665867733944;casen_censo_region_01
2101991999;02101;150;2017;Antofagasta;347580,210507505;2017;2101;361873;125779893516,982483;4121;1,13879731286943e-02;02101;1432378047,501429558;644709157,26524925;156444,833114595793;casen_censo_region_01
2102011001;02102;267;2017;Mejillones;369770,721153846;2017;2102;13467;4979702301,778846;5020;3,72763050419544e-01;02102;1856249020,192307711;1127511523,23527145;224603,889090691489;casen_censo_region_01
2102011002;02102;432;2017;Mejillones;369770,721153846;2017;2102;13467;4979702301,778846;7764;5,76520383158833e-01;02102;2870899879,038461208;1797624243,33129930;231533,261634634109;casen_censo_region_01
2102012001;02102;5;2017;Mejillones;369770,721153846;2017;2102;13467;4979702301,778846;31;2,30192321972228e-03;02102;11462892,355769230;23847480,07094149;769273,550675531966;casen_censo_region_01
2102022003;02102;20;2017;Mejillones;369770,721153846;2017;2102;13467;4979702301,778846;293;2,17568872057622e-02;02102;108342821,298076913;91428048,52451794;312041,121244088514;casen_censo_region_01
2102022006;02102;16;2017;Mejillones;369770,721153846;2017;2102;13467;4979702301,778846;127;9,43045964208807e-03;02102;46960881,586538456;73643578,47620685;579870,696663046139;casen_censo_region_01
2102022008;02102;4;2017;Mejillones;369770,721153846;2017;2102;13467;4979702301,778846;31;2,30192321972228e-03;02102;11462892,355769230;19208697,96967401;619635,418376581045;casen_censo_region_01
2102022901;02102;1;2017;Mejillones;369770,721153846;2017;2102;13467;4979702301,778846;12;8,91067052795723e-04;02102;4437248,653846154;5010268,17714144;417522,348095119698;casen_censo_region_01
2102991999;02102;8;2017;Mejillones;369770,721153846;2017;2102;13467;4979702301,778846;170;1,26234499146061e-02;02102;62861022,596153840;37611132,08021587;221241,953413034527;casen_censo_region_01
2103012008;02103;18;2017;Sierra Gorda;403458,490909091;2017;2103;10186;4109628188,400000;2684;2,63498920086393e-01;02103;1082882589,599999905;82550962,02466018;30756,692259560426;casen_censo_region_01
2103012901;02103;1;2017;Sierra Gorda;403458,490909091;2017;2103;10186;4109628188,400000;8;7,85391714117416e-04;02103;3227667,927272727;5010268,17714144;626283,522142679663;casen_censo_region_01
2103032002;02103;29;2017;Sierra Gorda;403458,490909091;2017;2103;10186;4109628188,400000;942;9,24798743373257e-02;02103;380057898,436363637;131071898,95501941;139142,143264351820;casen_censo_region_01
2104011001;02104;109;2017;Taltal;364539,073529412;2017;2104;13317;4854566842,191176;2174;1,63249981227003e-01;02104;792507945,852941155;473088312,88612539;217611,919450839632;casen_censo_region_01
2104012008;02104;8;2017;Taltal;364539,073529412;2017;2104;13317;4854566842,191176;59;4,43042727340993e-03;02104;21507805,338235296;37611132,08021587;637476,814918913064;casen_censo_region_01
2104012014;02104;10;2017;Taltal;364539,073529412;2017;2104;13317;4854566842,191176;19;1,42674776601337e-03;02104;6926242,397058824;46693988,53293131;2457578,343838489614;casen_censo_region_01
2104012901;02104;6;2017;Taltal;364539,073529412;2017;2104;13317;4854566842,191176;26;1,95239167980776e-03;02104;9478015,911764706;28457765,37562538;1094529,437524052802;casen_censo_region_01
2104021001;02104;176;2017;Taltal;364539,073529412;2017;2104;13317;4854566842,191176;2812;2,11158669369978e-01;02104;1025083874,764705777;752767659,31856346;267698,314124666969;casen_censo_region_01
2104022015;02104;8;2017;Taltal;364539,073529412;2017;2104;13317;4854566842,191176;59;4,43042727340993e-03;02104;21507805,338235296;37611132,08021587;637476,814918913064;casen_censo_region_01
2104022022;02104;2;2017;Taltal;364539,073529412;2017;2104;13317;4854566842,191176;57;4,28024329804010e-03;02104;20778727,191176470;9810235,88716289;172109,401529173541;casen_censo_region_01
2104031001;02104;346;2017;Taltal;364539,073529412;2017;2104;13317;4854566842,191176;5947;4,46572050762184e-01;02104;2167913870,279411793;1449577176,64511395;243749,315057190834;casen_censo_region_01
2104032901;02104;1;2017;Taltal;364539,073529412;2017;2104;13317;4854566842,191176;11;8,26011864534054e-04;02104;4009929,808823529;5010268,17714144;455478,925194676092;casen_censo_region_01
2104042020;02104;27;2017;Taltal;364539,073529412;2017;2104;13317;4854566842,191176;729;5,47420590223023e-02;02104;265748984,602941185;122299591,18201534;167763,499563807069;casen_censo_region_01
2104072901;02104;1;2017;Taltal;364539,073529412;2017;2104;13317;4854566842,191176;56;4,20515131035518e-03;02104;20414188,117647059;5010268,17714144;89469,074591811368;casen_censo_region_01
2104991999;02104;7;2017;Taltal;364539,073529412;2017;2104;13317;4854566842,191176;190;1,42674776601337e-02;02104;69262423,970588237;33044486,86825485;173918,351938183419;casen_censo_region_01
2201011001;02201;354;2017;Calama;409671,254694836;2017;2201;165731;67895226711,829811;3387;2,04367318123948e-02;02201;1387556539,651408672;1482056411,58308339;437572,014048740268;casen_censo_region_01
2201011002;02201;250;2017;Calama;409671,254694836;2017;2201;165731;67895226711,829811;2539;1,53200065165841e-02;02201;1040155315,670187831;1057849820,56967628;416640,338940400281;casen_censo_region_01
2201011003;02201;648;2017;Calama;409671,254694836;2017;2201;165731;67895226711,829811;5673;3,42301681640731e-02;02201;2324065027,883802891;2663187740,83605289;469449,628210127412;casen_censo_region_01
2201011004;02201;322;2017;Calama;409671,254694836;2017;2201;165731;67895226711,829811;3222;1,94411425744128e-02;02201;1319960782,626760483;1351999261,38038158;419614,916629541200;casen_censo_region_01
2201032006;02201;2;2017;Calama;409671,254694836;2017;2201;165731;67895226711,829811;36;2,17219470105170e-04;02201;14748165,169014085;9810235,88716289;272506,552421191474;casen_censo_region_01
2201032013;02201;2;2017;Calama;409671,254694836;2017;2201;165731;67895226711,829811;13;7,84403642046449e-05;02201;5325726,311032864;9810235,88716289;754633,529781760881;casen_censo_region_01
2201051001;02201;626;2017;Calama;409671,254694836;2017;2201;165731;67895226711,829811;5569;3,36026452504360e-02;02201;2281459217,395540237;2575491559,51961565;462469,304995441751;casen_censo_region_01
2201051002;02201;305;2017;Calama;409671,254694836;2017;2201;165731;67895226711,829811;3328;2,00807332363891e-02;02201;1363385935,624413252;1282747676,24516439;385441,008487128711;casen_censo_region_01
2201051003;02201;438;2017;Calama;409671,254694836;2017;2201;165731;67895226711,829811;5886;3,55153833621954e-02;02201;2411325005,133802891;1821822137,63507938;309517,862323322974;casen_censo_region_01
2201061001;02201;499;2017;Calama;409671,254694836;2017;2201;165731;67895226711,829811;4231;2,55293216115271e-02;02201;1733319078,613849878;2067281609,84816003;488603,547588787507;casen_censo_region_01
2201061002;02201;210;2017;Calama;409671,254694836;2017;2201;165731;67895226711,829811;2834;1,70999993966126e-02;02201;1161008335,805164337;893347356,52235734;315224,896444021666;casen_censo_region_01
2201071001;02201;682;2017;Calama;409671,254694836;2017;2201;165731;67895226711,829811;5872;3,54309091238211e-02;02201;2405589607,568075180;2798540170,00701427;476590,628407189099;casen_censo_region_01
2201071002;02201;443;2017;Calama;409671,254694836;2017;2201;165731;67895226711,829811;4078;2,46061388635801e-02;02201;1670639376,645539999;1841979296,59305573;451686,929032137210;casen_censo_region_01
2201071003;02201;229;2017;Calama;409671,254694836;2017;2201;165731;67895226711,829811;2663;1,60682069136130e-02;02201;1090954551,252347469;971595487,07731891;364849,976371505414;casen_censo_region_01
2201071004;02201;537;2017;Calama;409671,254694836;2017;2201;165731;67895226711,829811;4853;2,92823913450109e-02;02201;1988134599,034037352;2219719232,12570667;457391,146121101745;casen_censo_region_01
2201071005;02201;241;2017;Calama;409671,254694836;2017;2201;165731;67895226711,829811;2201;1,32805570472633e-02;02201;901686431,583333373;1020911964,18769956;463840,056423307396;casen_censo_region_01
2201081001;02201;494;2017;Calama;409671,254694836;2017;2201;165731;67895226711,829811;6679;4,03002455786787e-02;02201;2736194310,106807232;2047198132,03754878;306512,671363609668;casen_censo_region_01
2201081002;02201;342;2017;Calama;409671,254694836;2017;2201;165731;67895226711,829811;3666;2,21201827057099e-02;02201;1501854819,711267710;1433328972,46726513;390978,988670830615;casen_censo_region_01
2201081003;02201;321;2017;Calama;409671,254694836;2017;2201;165731;67895226711,829811;2702;1,63035280062270e-02;02201;1106931730,185446024;1347928794,21978426;498863,358334487129;casen_censo_region_01
