zona;código.x;Freq.x;anio;comuna.x;promedio_i;año;comuna.y;personas;Ingresos_expandidos;Freq.y;p_poblacional;código.y;multi_pob;est_ing;ing_medio_zona;identificador
7107042012;07107;2;2017;Pencahue;231023,674528302;2017;7107;8245;1904790196,485849;42;5,09399636143117e-03;07107;9702994,330188679;10445517,22972617;248702,791183956491;casen_censo_region_07
7107042043;07107;3;2017;Pencahue;231023,674528302;2017;7107;8245;1904790196,485849;109;1,32201334141904e-02;07107;25181580,523584906;15392348,57565879;141214,207116135716;casen_censo_region_07
7107042045;07107;38;2017;Pencahue;231023,674528302;2017;7107;8245;1904790196,485849;213;2,58338386901152e-02;07107;49208042,674528308;174441000,11419579;818971,831522045890;casen_censo_region_07
7107042901;07107;1;2017;Pencahue;231023,674528302;2017;7107;8245;1904790196,485849;14;1,69799878714372e-03;07107;3234331,443396227;5383826,90553126;384559,064680804324;casen_censo_region_07
7107052001;07107;5;2017;Pencahue;231023,674528302;2017;7107;8245;1904790196,485849;383;4,64523953911462e-02;07107;88482067,344339624;25086046,74892039;65498,816576815647;casen_censo_region_07
7107052004;07107;6;2017;Pencahue;231023,674528302;2017;7107;8245;1904790196,485849;68;8,24742268041237e-03;07107;15709609,867924530;29863709,41603097;439172,197294573009;casen_censo_region_07
7107052022;07107;3;2017;Pencahue;231023,674528302;2017;7107;8245;1904790196,485849;142;1,72225591267435e-02;07107;32805361,783018872;15392348,57565879;108396,820955343617;casen_censo_region_07
7107052028;07107;1;2017;Pencahue;231023,674528302;2017;7107;8245;1904790196,485849;22;2,66828380836871e-03;07107;5082520,839622642;5383826,90553126;244719,404796875460;casen_censo_region_07
7107052029;07107;1;2017;Pencahue;231023,674528302;2017;7107;8245;1904790196,485849;47;5,70042449969679e-03;07107;10858112,702830188;5383826,90553126;114549,508628324678;casen_censo_region_07
7107052039;07107;2;2017;Pencahue;231023,674528302;2017;7107;8245;1904790196,485849;28;3,39599757428745e-03;07107;6468662,886792453;10445517,22972617;373054,186775934708;casen_censo_region_07
7107052901;07107;1;2017;Pencahue;231023,674528302;2017;7107;8245;1904790196,485849;15;1,81928441479685e-03;07107;3465355,117924528;5383826,90553126;358921,793702084047;casen_censo_region_07
7107062002;07107;5;2017;Pencahue;231023,674528302;2017;7107;8245;1904790196,485849;206;2,49848392965434e-02;07107;47590876,952830195;25086046,74892039;121776,925965632967;casen_censo_region_07
7107062015;07107;2;2017;Pencahue;231023,674528302;2017;7107;8245;1904790196,485849;71;8,61127956337174e-03;07107;16402680,891509436;10445517,22972617;147119,960982058750;casen_censo_region_07
7107062020;07107;1;2017;Pencahue;231023,674528302;2017;7107;8245;1904790196,485849;13;1,57671315949060e-03;07107;3003307,768867925;5383826,90553126;414140,531194712326;casen_censo_region_07
7107062023;07107;4;2017;Pencahue;231023,674528302;2017;7107;8245;1904790196,485849;57;6,91328077622802e-03;07107;13168349,448113207;20266036,05781037;355544,492242287146;casen_censo_region_07
7107062026;07107;1;2017;Pencahue;231023,674528302;2017;7107;8245;1904790196,485849;28;3,39599757428745e-03;07107;6468662,886792453;5383826,90553126;192279,532340402162;casen_censo_region_07
7107062044;07107;4;2017;Pencahue;231023,674528302;2017;7107;8245;1904790196,485849;82;9,94542146755609e-03;07107;18943941,311320756;20266036,05781037;247146,781192809343;casen_censo_region_07
7107062046;07107;4;2017;Pencahue;231023,674528302;2017;7107;8245;1904790196,485849;42;5,09399636143117e-03;07107;9702994,330188679;20266036,05781037;482524,668043104059;casen_censo_region_07
7107072018;07107;7;2017;Pencahue;231023,674528302;2017;7107;8245;1904790196,485849;251;3,04426925409339e-02;07107;57986942,306603774;34606440,56919424;137874,265215913329;casen_censo_region_07
7107072025;07107;3;2017;Pencahue;231023,674528302;2017;7107;8245;1904790196,485849;149;1,80715585203153e-02;07107;34422527,504716985;15392348,57565879;103304,352856770434;casen_censo_region_07
7107072031;07107;2;2017;Pencahue;231023,674528302;2017;7107;8245;1904790196,485849;98;1,18859915100061e-02;07107;22640320,103773586;10445517,22972617;106586,910507409906;casen_censo_region_07
7107072047;07107;3;2017;Pencahue;231023,674528302;2017;7107;8245;1904790196,485849;37;4,48756822316556e-03;07107;8547875,957547171;15392348,57565879;416009,420963751094;casen_censo_region_07
7107072901;07107;1;2017;Pencahue;231023,674528302;2017;7107;8245;1904790196,485849;7;8,48999393571862e-04;07107;1617165,721698113;5383826,90553126;769118,129361608648;casen_censo_region_07
7108011001;07108;50;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;4295;3,08859485114339e-01;07108;910807517,142857194;226783904,01100832;52801,840281957702;casen_censo_region_07
7108012003;07108;3;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;80;5,75291241190853e-03;07108;16964982,857142858;15392348,57565879;192404,357195734920;casen_censo_region_07
7108012004;07108;3;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;27;1,94160793901913e-03;07108;5725681,714285715;15392348,57565879;570086,984283659025;casen_censo_region_07
7108012007;07108;18;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;213;1,53171292967065e-02;07108;45169266,857142851;85380275,62169041;400846,364421081729;casen_censo_region_07
7108012014;07108;9;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;427;3,07061699985618e-02;07108;90550596,000000000;44006688,70523538;103060,160902190590;casen_censo_region_07
7108012016;07108;1;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;16;1,15058248238171e-03;07108;3392996,571428571;5383826,90553126;336489,181595703820;casen_censo_region_07
7108012021;07108;2;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;55;3,95512728318711e-03;07108;11663425,714285715;10445517,22972617;189918,495085930394;casen_censo_region_07
7108012022;07108;29;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;237;1,70430030202790e-02;07108;50258761,714285709;134712161,98375848;568405,746766913449;casen_censo_region_07
7108012028;07108;5;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;311;2,23644470012944e-02;07108;65951370,857142866;25086046,74892039;80662,529739293852;casen_censo_region_07
7108012031;07108;1;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;77;5,53717819646196e-03;07108;16328796,000000000;5383826,90553126;69919,829941964417;casen_censo_region_07
7108012032;07108;5;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;332;2,38745865094204e-02;07108;70404678,857142851;25086046,74892039;75560,381773856599;casen_censo_region_07
7108012033;07108;9;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;579;4,16367035811880e-02;07108;122784063,428571433;44006688,70523538;76004,643705069742;casen_censo_region_07
7108022005;07108;6;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;363;2,61038400690349e-02;07108;76978609,714285702;29863709,41603097;82269,171944988891;casen_censo_region_07
7108022008;07108;6;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;153;1,10024449877751e-02;07108;32445529,714285716;29863709,41603097;195187,643242032442;casen_censo_region_07
7108022011;07108;2;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;163;1,17215590392636e-02;07108;34566152,571428567;10445517,22972617;64082,927789731111;casen_censo_region_07
7108022012;07108;2;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;55;3,95512728318711e-03;07108;11663425,714285715;10445517,22972617;189918,495085930394;casen_censo_region_07
7108022014;07108;1;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;15;1,07867107723285e-03;07108;3180934,285714285;5383826,90553126;358921,793702084047;casen_censo_region_07
7108022017;07108;13;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;368;2,64633970947792e-02;07108;78038921,142857149;62549154,43857601;169970,528365695674;casen_censo_region_07
7108022022;07108;5;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;378;2,71825111462678e-02;07108;80159543,999999985;25086046,74892039;66365,203039471948;casen_censo_region_07
7108022030;07108;3;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;287;2,06385732777218e-02;07108;60861875,999999993;15392348,57565879;53631,876570239700;casen_censo_region_07
7108022034;07108;3;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;36;2,58881058535884e-03;07108;7634242,285714285;15392348,57565879;427565,238212744298;casen_censo_region_07
7108032002;07108;6;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;884;6,35696821515892e-02;07108;187463060,571428567;29863709,41603097;33782,476714967153;casen_censo_region_07
7108032018;07108;4;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;617;4,43693369768445e-02;07108;130842430,285714298;20266036,05781037;32846,087613955213;casen_censo_region_07
7108042001;07108;5;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;326;2,34431180785273e-02;07108;69132305,142857134;25086046,74892039;76951,063646995070;casen_censo_region_07
7108042002;07108;2;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;112;8,05407737667194e-03;07108;23750976,000000000;10445517,22972617;93263,546693983677;casen_censo_region_07
7108042009;07108;1;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;34;2,44498777506112e-03;07108;7210117,714285715;5383826,90553126;158347,850162684132;casen_censo_region_07
7108042023;07108;9;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;265;1,90565223644470e-02;07108;56196505,714285716;44006688,70523538;166062,976246171253;casen_censo_region_07
7108042026;07108;2;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;93;6,68776067884367e-03;07108;19721792,571428575;10445517,22972617;112317,389566948055;casen_censo_region_07
7108042027;07108;4;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;104;7,47878613548109e-03;07108;22054477,714285713;20266036,05781037;194865,731325099710;casen_censo_region_07
7108052024;07108;7;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;266;1,91284337695959e-02;07108;56408568,000000000;34606440,56919424;130099,400636068574;casen_censo_region_07
7108052025;07108;6;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;147;1,05709765568819e-02;07108;31173156,000000000;29863709,41603097;203154,485823339899;casen_censo_region_07
7108052026;07108;10;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;493;3,54523227383863e-02;07108;104546706,857142851;48671091,79761171;98724,324133086629;casen_censo_region_07
7108052029;07108;53;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;1092;7,85272544225514e-02;07108;231572016,000000000;239777920,55448905;219576,850324623665;casen_censo_region_07
7108062006;07108;5;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;395;2,84050050337984e-02;07108;83764602,857142851;25086046,74892039;63508,979111190863;casen_censo_region_07
7108062013;07108;5;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;121;8,70128002301165e-03;07108;25659536,571428567;25086046,74892039;207322,700404300791;casen_censo_region_07
7108062020;07108;3;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;275;1,97756364159356e-02;07108;58317128,571428567;15392348,57565879;55972,176638759251;casen_censo_region_07
7108991999;07108;2;2017;Río Claro;212062,285714286;2017;7108;13906;2948938145,142857;118;8,48554580756508e-03;07108;25023349,714285713;10445517,22972617;88521,332455306532;casen_censo_region_07
7109011001;07109;198;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;5796;1,33952714414477e-01;07109;1204921498,144736767;845505447,66417432;145877,406429291645;casen_censo_region_07
7109011002;07109;82;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;3632;8,39400032355728e-02;07109;755050876,684210539;363949911,31289059;100206,473379099829;casen_censo_region_07
7109011003;07109;68;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;2152;4,97353763664517e-02;07109;447375959,973684251;304298254,13490814;141402,534449306753;casen_censo_region_07
7109011004;07109;104;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;3744;8,65284614851279e-02;07109;778334383,894736767;456812550,12883145;122011,899072871660;casen_censo_region_07
7109011005;07109;82;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;3776;8,72680209850008e-02;07109;784986814,526315808;363949911,31289059;96385,040072269752;casen_censo_region_07
7109012013;07109;9;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;291;6,72536920196908e-03;07109;60495541,055921055;44006688,70523538;151225,734382252180;casen_censo_region_07
7109012023;07109;19;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;106;2,44979084332894e-03;07109;22036176,467105262;89910353,80899058;848210,884990477236;casen_censo_region_07
7109012024;07109;13;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;154;3,55913009313827e-03;07109;32014822,414473686;62549154,43857601;406163,340510233829;casen_censo_region_07
7109012039;07109;4;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;95;2,19556726524764e-03;07109;19749403,437500004;20266036,05781037;213326,695345372253;casen_censo_region_07
7109012049;07109;20;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;397;9,17516004529802e-03;07109;82531717,523026332;94429991,32071269;237858,920203306479;casen_censo_region_07
7109012051;07109;12;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;223;5,15380526473919e-03;07109;46359125,963815793;57940549,85835491;259823,093535223830;casen_censo_region_07
7109012901;07109;3;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;22;5,08447156162611e-04;07109;4573546,059210526;15392348,57565879;699652,207984490786;casen_censo_region_07
7109021001;07109;49;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;1250;2,88890429637847e-02;07109;259860571,546052635;222445065,54227692;177956,052433821547;casen_censo_region_07
7109022002;07109;34;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;870;2,01067739027941e-02;07109;180862957,796052665;156841359,97166491;180277,425254787231;casen_censo_region_07
7109022021;07109;55;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;1101;2,54454690425016e-02;07109;228885191,417763174;248422589,78585398;225633,596535743854;casen_censo_region_07
7109022053;07109;13;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;248;5,73158612401488e-03;07109;51556337,394736849;62549154,43857601;252214,332413612923;casen_censo_region_07
7109022055;07109;4;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;159;3,67468626499341e-03;07109;33054264,700657893;20266036,05781037;127459,346275536896;casen_censo_region_07
7109032002;07109;24;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;207;4,78402551480275e-03;07109;43032910,648026317;112414277,51391131;543064,142579281703;casen_censo_region_07
7109032037;07109;9;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;64;1,47911899974578e-03;07109;13304861,263157897;44006688,70523538;687604,511019302881;casen_censo_region_07
7109032045;07109;25;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;434;1,00302757170260e-02;07109;90223590,440789491;116888925,39291662;269329,321181835490;casen_censo_region_07
7109032047;07109;3;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;63;1,45600776537475e-03;07109;13096972,805921054;15392348,57565879;244322,993264425313;casen_censo_region_07
7109032054;07109;28;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;822;1,89974346529848e-02;07109;170884311,848684222;130267072,97874299;158475,757881682453;casen_censo_region_07
7109042042;07109;10;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;467;1,07929464512700e-02;07109;97083909,529605269;48671091,79761171;104220,753313943700;casen_censo_region_07
7109042050;07109;23;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;510;1,17867295292242e-02;07109;106023113,190789476;107931449,78870159;211630,293703336472;casen_censo_region_07
7109042054;07109;1;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;57;1,31734035914858e-03;07109;11849642,062500000;5383826,90553126;94453,103605811586;casen_censo_region_07
7109052003;07109;17;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;463;1,07005015137859e-02;07109;96252355,700657904;80839149,95731625;174598,596020121477;casen_censo_region_07
7109052022;07109;13;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;156;3,60535256188033e-03;07109;32430599,328947369;62549154,43857601;400956,118196000054;casen_censo_region_07
7109052044;07109;13;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;339;7,83470845177841e-03;07109;70474187,003289476;62549154,43857601;184510,780054796487;casen_censo_region_07
7109062008;07109;8;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;286;6,60981303011394e-03;07109;59456098,769736841;39319471,54590417;137480,669740923651;casen_censo_region_07
7109062025;07109;5;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;70;1,61778640597194e-03;07109;14552192,006578946;25086046,74892039;358372,096413148451;casen_censo_region_07
7109062043;07109;6;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;299;6,91025907693730e-03;07109;62158648,713815793;29863709,41603097;99878,626809468115;casen_censo_region_07
7109072020;07109;1;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;80;1,84889874968222e-03;07109;16631076,578947369;5383826,90553126;67297,836319140755;casen_censo_region_07
7109072027;07109;4;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;264;6,10136587395133e-03;07109;54882552,710526325;20266036,05781037;76765,288097766534;casen_censo_region_07
7109072029;07109;1;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;14;3,23557281194389e-04;07109;2910438,401315790;5383826,90553126;384559,064680804324;casen_censo_region_07
7109072032;07109;6;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;546;1,26187339665812e-02;07109;113507097,651315793;29863709,41603097;54695,438490899207;casen_censo_region_07
7109072038;07109;2;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;143;3,30490651505697e-03;07109;29728049,384868421;10445517,22972617;73045,575033050147;casen_censo_region_07
7109082010;07109;2;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;230;5,31558390533638e-03;07109;47814345,164473690;10445517,22972617;45415,292303157257;casen_censo_region_07
7109082018;07109;1;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;132;3,05068293697566e-03;07109;27441276,355263162;5383826,90553126;40786,567466145912;casen_censo_region_07
7109082028;07109;8;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;148;3,42046268691211e-03;07109;30767491,671052631;39319471,54590417;265672,105039893009;casen_censo_region_07
7109082031;07109;2;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;111;2,56534701518408e-03;07109;23075618,753289480;10445517,22972617;94103,758826361896;casen_censo_region_07
7109082034;07109;7;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;149;3,44357392128314e-03;07109;30975380,128289476;34606440,56919424;232257,990397276793;casen_censo_region_07
7109082058;07109;5;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;203;4,69158057731863e-03;07109;42201356,819078952;25086046,74892039;123576,584970051190;casen_censo_region_07
7109082059;07109;3;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;196;4,52980193672144e-03;07109;40746137,618421055;15392348,57565879;78532,390692136702;casen_censo_region_07
7109082060;07109;14;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;293;6,77159167071113e-03;07109;60911317,970394731;67142234,98783578;229154,385624012939;casen_censo_region_07
7109092012;07109;1;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;58;1,34045159351961e-03;07109;12057530,519736843;5383826,90553126;92824,601819504489;casen_censo_region_07
7109092901;07109;4;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;431;9,96094201391296e-03;07109;89599925,069078952;20266036,05781037;47020,965331346561;casen_censo_region_07
7109102007;07109;9;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;532;1,22951766853868e-02;07109;110596659,250000000;44006688,70523538;82719,339671495080;casen_censo_region_07
7109102017;07109;30;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;1011;2,33654579491091e-02;07109;210175230,266447365;139150538,01916447;137636,536121824407;casen_censo_region_07
7109102041;07109;23;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;494;1,14169497792877e-02;07109;102696897,875000015;107931449,78870159;218484,716171460692;casen_censo_region_07
7109111001;07109;46;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;1281;2,96054912292866e-02;07109;266305113,720394760;209404915,53302589;163469,879416882031;casen_censo_region_07
7109112035;07109;30;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;753;1,74027594813839e-02;07109;156540008,299342126;139150538,01916447;184794,871207389748;casen_censo_region_07
7109112901;07109;3;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;35;8,08893202985971e-04;07109;7276096,003289473;15392348,57565879;439781,387875965564;casen_censo_region_07
7109122006;07109;4;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;230;5,31558390533638e-03;07109;47814345,164473690;20266036,05781037;88113,200251349408;casen_censo_region_07
7109122009;07109;30;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;840;1,94134368716633e-02;07109;174626304,078947395;139150538,01916447;165655,402403767221;casen_censo_region_07
7109122016;07109;5;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;139;3,21246157757286e-03;07109;28896495,555921055;25086046,74892039;180475,156467053195;casen_censo_region_07
7109122049;07109;16;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;677;1,56463056691858e-02;07109;140740485,549342126;76286296,84853163;112682,860928407128;casen_censo_region_07
7109122052;07109;6;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;534;1,23413991541288e-02;07109;111012436,164473683;29863709,41603097;55924,549468222780;casen_censo_region_07
7109122056;07109;9;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;424;9,79916337331577e-03;07109;88144705,868421048;44006688,70523538;103789,360153857036;casen_censo_region_07
7109122901;07109;2;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;26;6,00892093646722e-04;07109;5405099,888157895;10445517,22972617;401750,662681775808;casen_censo_region_07
7109132004;07109;17;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;343;7,92715338926252e-03;07109;71305740,832236841;80839149,95731625;235682,652936782077;casen_censo_region_07
7109132011;07109;15;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;677;1,56463056691858e-02;07109;140740485,549342126;71720949,19098313;105939,363649901206;casen_censo_region_07
7109132039;07109;82;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;1933;4,46740160391966e-02;07109;401848387,838815808;363949911,31289059;188282,416612980160;casen_censo_region_07
7109142004;07109;11;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;253;5,84714229587002e-03;07109;52595779,680921055;53315065,39141696;210731,483760541334;casen_censo_region_07
7109142007;07109;5;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;179;4,13691095241397e-03;07109;37212033,845394738;25086046,74892039;140145,512563801080;casen_censo_region_07
7109142011;07109;11;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;725;1,67556449189951e-02;07109;150719131,496710539;53315065,39141696;73538,021229540638;casen_censo_region_07
7109142036;07109;17;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;621;1,43520765444082e-02;07109;129098731,944078952;80839149,95731625;130175,764826596220;casen_censo_region_07
7109991999;07109;1;2017;San Clemente;207888,457236842;2017;7109;43269;8995125656,180922;17;3,92890984307472e-04;07109;3534103,773026316;5383826,90553126;316695,700325368205;casen_censo_region_07
7110011001;07110;154;2017;San Rafael;226966,877659574;2017;7110;9191;2086052572,569149;4960;5,39658361440540e-01;07110;1125755713,191489458;664897425,51429975;134051,900305302377;casen_censo_region_07
7110012001;07110;28;2017;San Rafael;226966,877659574;2017;7110;9191;2086052572,569149;724;7,87727124360788e-02;07110;164324019,425531924;130267072,97874299;179926,896379479236;casen_censo_region_07
7110012002;07110;1;2017;San Rafael;226966,877659574;2017;7110;9191;2086052572,569149;21;2,28484386900229e-03;07110;4766304,430851065;5383826,90553126;256372,709787202853;casen_censo_region_07
7110012004;07110;2;2017;San Rafael;226966,877659574;2017;7110;9191;2086052572,569149;64;6,96333369600696e-03;07110;14525880,170212766;10445517,22972617;163211,206714471424;casen_censo_region_07
7110012007;07110;9;2017;San Rafael;226966,877659574;2017;7110;9191;2086052572,569149;229;2,49156783810249e-02;07110;51975414,984042555;44006688,70523538;192168,946311071544;casen_censo_region_07
7110012009;07110;4;2017;San Rafael;226966,877659574;2017;7110;9191;2086052572,569149;89;9,68338592100968e-03;07110;20200052,111702126;20266036,05781037;227708,270312476030;casen_censo_region_07
7110012010;07110;10;2017;San Rafael;226966,877659574;2017;7110;9191;2086052572,569149;69;7,50734414100751e-03;07110;15660714,558510639;48671091,79761171;705378,141994372592;casen_censo_region_07
7110012013;07110;11;2017;San Rafael;226966,877659574;2017;7110;9191;2086052572,569149;471;5,12457839190512e-02;07110;106901399,377659589;53315065,39141696;113195,467922329000;casen_censo_region_07
7110012016;07110;15;2017;San Rafael;226966,877659574;2017;7110;9191;2086052572,569149;291;3,16614078990317e-02;07110;66047361,398936167;71720949,19098313;246463,742924340710;casen_censo_region_07
7110022003;07110;14;2017;San Rafael;226966,877659574;2017;7110;9191;2086052572,569149;254;2,76357306060276e-02;07110;57649586,925531924;67142234,98783578;264339,507826125075;casen_censo_region_07
7110022005;07110;3;2017;San Rafael;226966,877659574;2017;7110;9191;2086052572,569149;23;2,50244804700250e-03;07110;5220238,186170212;15392348,57565879;669232,546767773805;casen_censo_region_07
7110022006;07110;1;2017;San Rafael;226966,877659574;2017;7110;9191;2086052572,569149;42;4,56968773800457e-03;07110;9532608,861702129;5383826,90553126;128186,354893601427;casen_censo_region_07
7110022008;07110;2;2017;San Rafael;226966,877659574;2017;7110;9191;2086052572,569149;110;1,19682297900120e-02;07110;24966356,542553190;10445517,22972617;94959,247542965197;casen_censo_region_07
7110022011;07110;7;2017;San Rafael;226966,877659574;2017;7110;9191;2086052572,569149;484;5,26602110760527e-02;07110;109851968,787234053;34606440,56919424;71500,910266930252;casen_censo_region_07
7110022012;07110;21;2017;San Rafael;226966,877659574;2017;7110;9191;2086052572,569149;810;8,81296920900881e-02;07110;183843170,904255331;98939732,93543211;122147,818438805072;casen_censo_region_07
7110022013;07110;8;2017;San Rafael;226966,877659574;2017;7110;9191;2086052572,569149;111;1,20770318790121e-02;07110;25193323,420212768;39319471,54590417;354229,473386524012;casen_censo_region_07
7110022014;07110;4;2017;San Rafael;226966,877659574;2017;7110;9191;2086052572,569149;106;1,15330214340115e-02;07110;24058489,031914894;20266036,05781037;191189,019413305330;casen_censo_region_07
7110022015;07110;2;2017;San Rafael;226966,877659574;2017;7110;9191;2086052572,569149;22;2,39364595800239e-03;07110;4993271,308510639;10445517,22972617;474796,237714825955;casen_censo_region_07
7110022016;07110;2;2017;San Rafael;226966,877659574;2017;7110;9191;2086052572,569149;62;6,74572951800675e-03;07110;14071946,414893618;10445517,22972617;168476,084350422112;casen_censo_region_07
7110022018;07110;4;2017;San Rafael;226966,877659574;2017;7110;9191;2086052572,569149;148;1,61027091720161e-02;07110;33591097,893617019;20266036,05781037;136932,676066286251;casen_censo_region_07
7110991999;07110;3;2017;San Rafael;226966,877659574;2017;7110;9191;2086052572,569149;8;8,70416712000870e-04;07110;1815735,021276596;15392348,57565879;1924043,571957349312;casen_censo_region_07
7201011001;07201;108;2017;Cauquenes;195388,278350515;2017;7201;40441;7901697364,773196;1069;2,64335698919413e-02;07201;208870069,556701034;473598387,49778587;443029,361550781934;casen_censo_region_07
