zona;código.x;Freq.x;personas;comuna;promedio_i;año;ingresos_expandidos;Freq.y;p;código.y;multipob;est_ing;ing_medio_zona;identificador
1101112013;01101;3;191468;Iquique;272529,682352941;2017;52180713220,752945;104;5,43171704932417e-04;01101;28343086,964705881;27117554,762247849;260745,71886776781;region_01
1101112019;01101;7;191468;Iquique;272529,682352941;2017;52180713220,752945;34;1,77575365074059e-04;01101;9266009,200000001;43182747,106740654;1270080,79725707811;region_01
1101112025;01101;1;191468;Iquique;272529,682352941;2017;52180713220,752945;21;1,09678901957507e-04;01101;5723123,329411766;16930749,353981216;806226,15971339121;region_01
1107032005;01107;1;NA;NA;NA;NA;NA;38;3,50634371395617e-04;01107;NA;16930749,353981216;NA;region_01
1107032006;01107;56;NA;NA;NA;NA;NA;2399;2,21361014994233e-02;01107;NA;190233719,833164155;NA;region_01
1401012001;01401;113;15711;Pozo Almonte;243272,400000000;2017;3822052676,400000;684;4,35363757876647e-02;01401;166398321,599999994;341875904,929434538;499818,57445823762;region_01
1401012018;01401;1;15711;Pozo Almonte;243272,400000000;2017;3822052676,400000;6;3,81898033225129e-04;01401;1459634,400000000;16930749,353981216;2821791,55899686972;region_01
1401012021;01401;3;15711;Pozo Almonte;243272,400000000;2017;3822052676,400000;66;4,20087836547642e-03;01401;16055978,399999999;27117554,762247849;410872,04185224022;region_01
1401022005;01401;64;15711;Pozo Almonte;243272,400000000;2017;3822052676,400000;631;4,01629431608427e-02;01401;153504884,400000006;212104110,563156545;336139,63639169023;region_01
1401022015;01401;15;15711;Pozo Almonte;243272,400000000;2017;3822052676,400000;371;2,36140283877538e-02;01401;90254060,400000006;70615141,493810356;190337,30860865326;region_01
1401022024;01401;1;15711;Pozo Almonte;243272,400000000;2017;3822052676,400000;16;1,01839475526701e-03;01401;3892358,400000000;16930749,353981216;1058171,83462382597;region_01
1401032002;01401;2;15711;Pozo Almonte;243272,400000000;2017;3822052676,400000;53;3,37343262682197e-03;01401;12893437,199999999;22401358,332239952;422667,13834415009;region_01
1401032011;01401;15;15711;Pozo Almonte;243272,400000000;2017;3822052676,400000;446;2,83877538030679e-02;01401;108499490,400000006;70615141,493810356;158329,91366325191;region_01
1401032012;01401;33;15711;Pozo Almonte;243272,400000000;2017;3822052676,400000;2025;1,28890586213481e-01;01401;492626610,000000060;125373710,077402309;61912,94324809990;region_01
1401052020;01401;2;15711;Pozo Almonte;243272,400000000;2017;3822052676,400000;143;9,10190312519891e-03;01401;34787953,200000003;22401358,332239952;156652,85547020941;region_01
1401052901;01401;2;15711;Pozo Almonte;243272,400000000;2017;3822052676,400000;118;7,51066132009420e-03;01401;28706143,200000003;22401358,332239952;189842,01976474535;region_01
1401062013;01401;51;15711;Pozo Almonte;243272,400000000;2017;3822052676,400000;694;4,41728725097066e-02;01401;168831045,600000024;176416325,971181571;254202,19880573713;region_01
1401062023;01401;13;15711;Pozo Almonte;243272,400000000;2017;3822052676,400000;105;6,68321558143976e-03;01401;25543602,000000000;64065269,052889794;610145,41955133143;region_01
1401072008;01401;8;15711;Pozo Almonte;243272,400000000;2017;3822052676,400000;83;5,28292279294762e-03;01401;20191609,199999999;46840929,670268819;564348,55024420260;region_01
1402012002;01402;10;1250;Camiña;226831,000000000;2017;283538750,000000;434;3,47200000000000e-01;01402;98444654,000000000;53910711,199404746;124218,22857005702;region_01
1402012006;01402;1;1250;Camiña;226831,000000000;2017;283538750,000000;198;1,58400000000000e-01;01402;44912537,999999993;16930749,353981216;85508,83512111726;region_01
1402012007;01402;1;1250;Camiña;226831,000000000;2017;283538750,000000;44;3,52000000000000e-02;01402;9980564,000000000;16930749,353981216;384789,75804502761;region_01
1402012009;01402;1;1250;Camiña;226831,000000000;2017;283538750,000000;56;4,48000000000000e-02;01402;12702536,000000002;16930749,353981216;302334,80989252165;region_01
1403012008;01403;48;NA;NA;NA;NA;NA;676;3,91203703703704e-01;01403;NA;168062536,372744769;NA;region_01
1403012015;01403;6;NA;NA;NA;NA;NA;83;4,80324074074074e-02;01403;NA;39418218,253504202;NA;region_01
1403022005;01403;1;NA;NA;NA;NA;NA;136;7,87037037037037e-02;01403;NA;16930749,353981216;NA;region_01
1403022011;01403;1;NA;NA;NA;NA;NA;29;1,67824074074074e-02;01403;NA;16930749,353981216;NA;region_01
1403022017;01403;2;NA;NA;NA;NA;NA;80;4,62962962962963e-02;01403;NA;22401358,332239952;NA;region_01
1403022901;01403;1;NA;NA;NA;NA;NA;32;1,85185185185185e-02;01403;NA;16930749,353981216;NA;region_01
1403992999;01403;21;NA;NA;NA;NA;NA;415;2,40162037037037e-01;01403;NA;89539093,425629735;NA;region_01
1404022034;01404;4;2730;Huara;236599,682692308;2017;645917133,750000;202;7,39926739926740e-02;01404;47793135,903846152;31443238,521552466;155659,59664134885;region_01
1404032901;01404;3;2730;Huara;236599,682692308;2017;645917133,750000;117;4,28571428571429e-02;01404;27682162,875000000;27117554,762247849;231773,97232690468;region_01
1404042023;01404;7;2730;Huara;236599,682692308;2017;645917133,750000;287;1,05128205128205e-01;01404;67904108,932692304;43182747,106740654;150462,53347296396;region_01
1404042901;01404;1;2730;Huara;236599,682692308;2017;645917133,750000;143;5,23809523809524e-02;01404;33833754,625000000;16930749,353981216;118396,84862923926;region_01
1404062901;01404;1;2730;Huara;236599,682692308;2017;645917133,750000;25;9,15750915750916e-03;01404;5914992,067307693;16930749,353981216;677229,97415924864;region_01
1404072031;01404;1;2730;Huara;236599,682692308;2017;645917133,750000;49;1,79487179487180e-02;01404;11593384,451923078;16930749,353981216;345525,49702002475;region_01
1405012008;01405;15;9296;Pica;269197,979166667;2017;2502464414,333333;645;6,93846815834768e-02;01405;173632696,562500030;70615141,493810356;109480,83952528736;region_01
1405012014;01405;2;9296;Pica;269197,979166667;2017;2502464414,333333;67;7,20740103270224e-03;01405;18036264,604166668;22401358,332239952;334348,63182447688;region_01
1405012901;01405;2;9296;Pica;269197,979166667;2017;2502464414,333333;115;1,23709122203098e-02;01405;30957767,604166672;22401358,332239952;194794,42028034737;region_01
1405022003;01405;339;9296;Pica;269197,979166667;2017;2502464414,333333;3757;4,04152323580034e-01;01405;1011376807,729166746;906371642,660119534;241248,77366519018;region_01
1405022012;01405;65;9296;Pica;269197,979166667;2017;2502464414,333333;668;7,18588640275387e-02;01405;179824250,083333343;214819687,077587336;321586,35790057987;region_01
1405022901;01405;1;9296;Pica;269197,979166667;2017;2502464414,333333;20;2,15146299483649e-03;01405;5383959,583333334;16930749,353981216;846537,46769906068;region_01
1405032001;01405;2;9296;Pica;269197,979166667;2017;2502464414,333333;44;4,73321858864028e-03;01405;11844711,083333334;22401358,332239952;509121,78027818073;region_01
2101012012;02101;3;NA;NA;NA;NA;NA;53;1,46460222232662e-04;02101;NA;18216789,603946358;NA;region_02
2101012013;02101;4;NA;NA;NA;NA;NA;121;3,34371450757586e-04;02101;NA;34276813,025188982;NA;region_02
2101102007;02101;12;NA;NA;NA;NA;NA;401;1,10812356821316e-03;02101;NA;122030412,940350935;NA;region_02
2101102014;02101;3;NA;NA;NA;NA;NA;78;2,15545232719766e-04;02101;NA;18216789,603946358;NA;region_02
2101112011;02101;105;NA;NA;NA;NA;NA;1215;3,35753150967328e-03;02101;NA;528572844,498363376;NA;region_02
2101122008;02101;289;NA;NA;NA;NA;NA;4000;1,10536016779367e-02;02101;NA;933329163,707543015;NA;region_02
2101122014;02101;2;NA;NA;NA;NA;NA;268;7,40591312421761e-04;02101;NA;-833365,224565089;NA;region_02
2101122019;02101;14;NA;NA;NA;NA;NA;1438;3,97376980321826e-03;02101;NA;138666224,202682197;NA;region_02
2102022003;02102;9;NA;NA;NA;NA;NA;293;2,17568872057622e-02;02102;NA;94213636,404012576;NA;region_02
2102022006;02102;3;NA;NA;NA;NA;NA;127;9,43045964208807e-03;02102;NA;18216789,603946358;NA;region_02
2102022008;02102;1;NA;NA;NA;NA;NA;31;2,30192321972228e-03;02102;NA;-25660010,353634618;NA;region_02
2103012003;02103;334;10186;Sierra Gorda;322997,913043478;2017;3290056742,260870;4045;3,97113685450619e-01;02103;1306526558,260869741;1009788584,333984256;249638,71058936568;region_02
2103012008;02103;256;10186;Sierra Gorda;322997,913043478;2017;3290056742,260870;2684;2,63498920086393e-01;02103;866926398,608695626;873392340,328719378;325406,98223871808;region_02
2103022006;02103;55;10186;Sierra Gorda;322997,913043478;2017;3290056742,260870;596;5,85116827017475e-02;02103;192506756,173913032;358906545,130893290;602192,18981693510;region_02
2103022007;02103;85;10186;Sierra Gorda;322997,913043478;2017;3290056742,260870;905;8,88474376595327e-02;02103;292313111,304347813;466993374,037517667;516014,77794200846;region_02
2103022008;02103;96;10186;Sierra Gorda;322997,913043478;2017;3290056742,260870;744;7,30414294129197e-02;02103;240310447,304347813;501661702,593283296;674276,48198021948;region_02
2103032002;02103;23;10186;Sierra Gorda;322997,913043478;2017;3290056742,260870;942;9,24798743373257e-02;02103;304264034,086956501;201850073,234930754;214278,20937890737;region_02
2103042001;02103;8;10186;Sierra Gorda;322997,913043478;2017;3290056742,260870;223;2,18927940310230e-02;02103;72028534,608695656;83930103,283328041;376368,17615842173;region_02
2103042005;02103;2;10186;Sierra Gorda;322997,913043478;2017;3290056742,260870;11;1,07991360691145e-03;02103;3552977,043478261;-833365,224565089;-75760,47496046261;region_02
2103992999;02103;2;10186;Sierra Gorda;322997,913043478;2017;3290056742,260870;28;2,74887099941096e-03;02103;9043941,565217391;-833365,224565089;-29763,04373446746;region_02
2104022015;02104;1;13317;Taltal;288653,760869565;2017;3844002133,500000;59;4,43042727340993e-03;02104;17030571,891304351;-25660010,353634618;-434915,42972262064;region_02
2104022022;02104;1;13317;Taltal;288653,760869565;2017;3844002133,500000;57;4,28024329804010e-03;02104;16453264,369565219;-25660010,353634618;-450175,62023920385;region_02
2104022901;02104;1;13317;Taltal;288653,760869565;2017;3844002133,500000;22;1,65202372906811e-03;02104;6350382,739130435;-25660010,353634618;-1166364,10698339203;region_02
2104042020;02104;10;13317;Taltal;288653,760869565;2017;3844002133,500000;729;5,47420590223023e-02;02104;210428591,673913091;103940043,859853491;142578,93533587584;region_02
2104072901;02104;1;13317;Taltal;288653,760869565;2017;3844002133,500000;56;4,20515131035518e-03;02104;16164610,608695654;-25660010,353634618;-458214,47060061817;region_02
2104082013;02104;25;13317;Taltal;288653,760869565;2017;3844002133,500000;305;2,29030562438988e-02;02104;88039397,065217406;214087283,161659777;701925,51856281899;region_02
2104092002;02104;5;13317;Taltal;288653,760869565;2017;3844002133,500000;114;8,56048659608020e-03;02104;32906528,739130437;48425977,697989985;424789,27805254376;region_02
2104092012;02104;36;13317;Taltal;288653,760869565;2017;3844002133,500000;414;3,10880829015544e-02;02104;119502657,000000015;274024106,540483356;661893,97715092602;region_02
2201022005;02201;231;165731;Calama;238080,913043478;2017;39457387799,608696;3774;2,27718411160254e-02;02201;898517365,826086998;825364013,970631719;218697,40698744878;region_02
2201032006;02201;6;165731;Calama;238080,913043478;2017;39457387799,608696;36;2,17219470105170e-04;02201;8570912,869565219;61217800,348977163;1700494,45413825451;region_02
2201032013;02201;2;165731;Calama;238080,913043478;2017;39457387799,608696;13;7,84403642046449e-05;02201;3095051,869565217;-833365,224565089;-64105,01727423759;region_02
2201052005;02201;32;165731;Calama;238080,913043478;2017;39457387799,608696;549;3,31259691910385e-03;02201;130706421,260869578;253457040,299114287;461670,38305849599;region_02
2201082002;02201;31;165731;Calama;238080,913043478;2017;39457387799,608696;1364;8,23020436731812e-03;02201;324742365,391304314;248117275,497393072;181904,16092184244;region_02
2201082012;02201;12;165731;Calama;238080,913043478;2017;39457387799,608696;227;1,36968943649649e-03;02201;54044367,260869563;122030412,940350935;537578,91163150198;region_02
2201122005;02201;5;165731;Calama;238080,913043478;2017;39457387799,608696;26;1,56880728409290e-04;02201;6190103,739130435;48425977,697989985;1862537,60376884555;region_02
2201132004;02201;11;165731;Calama;238080,913043478;2017;39457387799,608696;542;3,27035979991673e-03;02201;129039854,869565219;113191120,540901229;208839,70579502071;region_02
2201132010;02201;2;165731;Calama;238080,913043478;2017;39457387799,608696;108;6,51658410315511e-04;02201;25712738,608695649;-833365,224565089;-7716,34467189897;region_02
2201132901;02201;1;165731;Calama;238080,913043478;2017;39457387799,608696;42;2,53422715122699e-04;02201;9999398,347826086;-25660010,353634618;-610952,62746749097;region_02
2201142002;02201;5;165731;Calama;238080,913043478;2017;39457387799,608696;122;7,36132648689744e-04;02201;29045871,391304348;48425977,697989985;396934,24342614744;region_02
2201152014;02201;1;165731;Calama;238080,913043478;2017;39457387799,608696;60;3,62032450175284e-04;02201;14284854,782608695;-25660010,353634618;-427666,83922724368;region_02
2202012005;02202;11;NA;NA;NA;NA;NA;240;7,47663551401869e-01;02202;NA;113191120,540901229;NA;region_02
2202022001;02202;1;NA;NA;NA;NA;NA;46;1,43302180685358e-01;02202;NA;-25660010,353634618;NA;region_02
2202022002;02202;5;NA;NA;NA;NA;NA;35;1,09034267912773e-01;02202;NA;48425977,697989985;NA;region_02
2203012013;02203;1;10996;San Pedro de Atacama;271472,562500000;2017;2985112297,250000;27;2,45543834121499e-03;02203;7329759,187500000;-25660010,353634618;-950370,75383831921;region_02
2203012014;02203;138;10996;San Pedro de Atacama;271472,562500000;2017;2985112297,250000;2621;2,38359403419425e-01;02203;711529586,312500000;618501416,478911519;235979,17454365187;region_02
2203012901;02203;2;10996;San Pedro de Atacama;271472,562500000;2017;2985112297,250000;40;3,63768643142961e-03;02203;10858902,500000000;-833365,224565089;-20834,13061412722;region_02
2203022017;02203;12;10996;San Pedro de Atacama;271472,562500000;2017;2985112297,250000;742;6,74790833030193e-02;02203;201432641,374999970;122030412,940350935;164461,47296543256;region_02
2203032012;02203;110;10996;San Pedro de Atacama;271472,562500000;2017;2985112297,250000;1475;1,34139687158967e-01;02203;400422029,687500000;543025873,176759720;368153,13435712521;region_02
2203032015;02203;7;10996;San Pedro de Atacama;271472,562500000;2017;2985112297,250000;408;3,71044016005820e-02;02203;110760805,500000000;72981095,303111121;178875,23358605668;region_02
2301032005;02301;2;25186;Tocopilla;166115,851351351;2017;4183793832,135135;37;1,46907011831970e-03;02301;6146286,500000000;-833365,224565089;-22523,38444770510;region_02
2301032006;02301;2;25186;Tocopilla;166115,851351351;2017;4183793832,135135;118;4,68514253950608e-03;02301;19601670,459459461;-833365,224565089;-7062,41715733126;region_02
2301032018;02301;1;25186;Tocopilla;166115,851351351;2017;4183793832,135135;30;1,19113793377273e-03;02301;4983475,540540541;-25660010,353634618;-855333,67845448724;region_02
2301032023;02301;2;25186;Tocopilla;166115,851351351;2017;4183793832,135135;50;1,98522988962122e-03;02301;8305792,567567567;-833365,224565089;-16667,30449130178;region_02
2301052004;02301;3;25186;Tocopilla;166115,851351351;2017;4183793832,135135;71;2,81902644326213e-03;02301;11794225,445945946;18216789,603946358;256574,50146403321;region_02
2301052008;02301;1;25186;Tocopilla;166115,851351351;2017;4183793832,135135;23;9,13205749225760e-04;02301;3820664,581081081;-25660010,353634618;-1115652,62407107046;region_02
2301052019;02301;1;25186;Tocopilla;166115,851351351;2017;4183793832,135135;14;5,55864369093941e-04;02301;2325621,918918919;-25660010,353634618;-1832857,88240247266;region_02
2301052901;02301;1;25186;Tocopilla;166115,851351351;2017;4183793832,135135;93;3,69252759469547e-03;02301;15448774,175675675;-25660010,353634618;-275914,08982402814;region_02
2302012011;02302;1;NA;NA;NA;NA;NA;141;2,18367663001394e-02;02302;NA;-25660010,353634618;NA;region_02
2302012901;02302;2;NA;NA;NA;NA;NA;57;8,82762892984358e-03;02302;NA;-833365,224565089;NA;region_02
2302042003;02302;2;NA;NA;NA;NA;NA;13;2,01331887873626e-03;02302;NA;-833365,224565089;NA;region_02
2302062001;02302;8;NA;NA;NA;NA;NA;172;2,66377574725105e-02;02302;NA;83930103,283328041;NA;region_02
2302062009;02302;86;NA;NA;NA;NA;NA;1147;1,77636673377730e-01;02302;NA;470234400,114659667;NA;region_02
3101092006;03101;1;153937;Copiapó;251395,952380952;2017;38699138721,666664;14;9,09462962120868e-05;03101;3519543,333333333;9703752,335495131;693125,16682108084;region_03
3101102901;03101;2;153937;Copiapó;251395,952380952;2017;38699138721,666664;26;1,68900264393875e-04;03101;6536294,761904762;18036637,961227737;693716,84466260520;region_03
3101122007;03101;5;153937;Copiapó;251395,952380952;2017;38699138721,666664;22;1,42915608333279e-04;03101;5530710,952380952;40929800,623299465;1860445,48287724843;region_03
3101122013;03101;14;153937;Copiapó;251395,952380952;2017;38699138721,666664;332;2,15672645302949e-03;03101;83463456,190476194;102787458,047325626;309600,77725098078;region_03
3101122047;03101;2;153937;Copiapó;251395,952380952;2017;38699138721,666664;183;1,18879801477228e-03;03101;46005459,285714284;18036637,961227737;98560,86317610786;region_03
3101122901;03101;1;153937;Copiapó;251395,952380952;2017;38699138721,666664;54;3,50792856818049e-04;03101;13575381,428571427;9703752,335495131;179699,11732398393;region_03
3101162050;03101;1;153937;Copiapó;251395,952380952;2017;38699138721,666664;33;2,14373412499919e-04;03101;8296066,428571427;9703752,335495131;294053,10107561003;region_03
3101172013;03101;5;153937;Copiapó;251395,952380952;2017;38699138721,666664;194;1,26025581893892e-03;03101;48770814,761904754;40929800,623299465;210978,35372834775;region_03
3101172017;03101;12;153937;Copiapó;251395,952380952;2017;38699138721,666664;121;7,86035845833036e-04;03101;30418910,238095235;89550611,054240912;740087,69466314802;region_03
3101172021;03101;9;153937;Copiapó;251395,952380952;2017;38699138721,666664;74;4,80716137121030e-04;03101;18603300,476190474;69236302,420158818;935625,70838052477;region_03
3101172026;03101;7;153937;Copiapó;251395,952380952;2017;38699138721,666664;340;2,20869576515068e-03;03101;85474623,809523806;55299886,721153304;162646,72565045088;region_03
3101172035;03101;10;153937;Copiapó;251395,952380952;2017;38699138721,666664;293;1,90337605643867e-03;03101;73659014,047619030;76077374,003797159;259649,74062729412;region_03
3101172037;03101;27;153937;Copiapó;251395,952380952;2017;38699138721,666664;859;5,58020488901304e-03;03101;215949123,095238090;184940040,116352469;215296,90351146969;region_03
3101172901;03101;1;153937;Copiapó;251395,952380952;2017;38699138721,666664;29;1,88388756439323e-04;03101;7290482,619047618;9703752,335495131;334612,14949983213;region_03
3101192014;03101;11;153937;Copiapó;251395,952380952;2017;38699138721,666664;97;6,30127909469458e-04;03101;24385407,380952377;82846400,920897633;854086,60743193433;region_03
3101222015;03101;2;153937;Copiapó;251395,952380952;2017;38699138721,666664;97;6,30127909469458e-04;03101;24385407,380952377;18036637,961227737;185944,72124977049;region_03
3102012001;03102;32;NA;NA;NA;NA;NA;590;3,34050503906692e-02;03102;NA;215287654,053700387;NA;region_03
3102012004;03102;5;NA;NA;NA;NA;NA;117;6,62439134865814e-03;03102;NA;40929800,623299465;NA;region_03
3102022010;03102;26;NA;NA;NA;NA;NA;542;3,06873513758351e-02;03102;NA;178802151,038639456;NA;region_03
3102022901;03102;2;NA;NA;NA;NA;NA;53;3,00079266221266e-03;03102;NA;18036637,961227737;NA;region_03
3102032003;03102;3;NA;NA;NA;NA;NA;297;1,68157626542860e-02;03102;NA;25920106,699445959;NA;region_03
3102032007;03102;7;NA;NA;NA;NA;NA;181;1,02479900351036e-02;03102;NA;55299886,721153304;NA;region_03
3102042003;03102;5;NA;NA;NA;NA;NA;73;4,13316725172687e-03;03102;NA;40929800,623299465;NA;region_03
3103012003;03103;2;14019;Tierra Amarilla;287819,446153846;2017;4034940815,630769;74;5,27855053855482e-03;03103;21298639,015384614;18036637,961227737;243738,35082740191;region_03
3103012022;03103;6;14019;Tierra Amarilla;287819,446153846;2017;4034940815,630769;553;3,94464655110921e-02;03103;159164153,723076940;48178432,867067195;87121,94008511247;region_03
3103012029;03103;2;14019;Tierra Amarilla;287819,446153846;2017;4034940815,630769;86;6,13453170696911e-03;03103;24752472,369230770;18036637,961227737;209728,34838636903;region_03
3103032006;03103;34;14019;Tierra Amarilla;287819,446153846;2017;4034940815,630769;476;3,39539196804337e-02;03103;137002056,369230747;227282245,523542285;477483,70908307208;region_03
3103032014;03103;1;14019;Tierra Amarilla;287819,446153846;2017;4034940815,630769;41;2,92460232541551e-03;03103;11800597,292307692;9703752,335495131;236676,88623158861;region_03
3103032019;03103;16;14019;Tierra Amarilla;287819,446153846;2017;4034940815,630769;224;1,59783151437335e-02;03103;64471555,938461535;115825248,603296801;517077,00269328931;region_03
3103032026;03103;6;14019;Tierra Amarilla;287819,446153846;2017;4034940815,630769;181;1,29110492902489e-02;03103;52095319,753846161;48178432,867067195;266179,18711086846;region_03
3103042001;03103;6;14019;Tierra Amarilla;287819,446153846;2017;4034940815,630769;401;2,86040373778444e-02;03103;115415597,907692313;48178432,867067195;120145,71787298552;region_03
3103042010;03103;1;14019;Tierra Amarilla;287819,446153846;2017;4034940815,630769;41;2,92460232541551e-03;03103;11800597,292307692;9703752,335495131;236676,88623158861;region_03
3103042031;03103;1;14019;Tierra Amarilla;287819,446153846;2017;4034940815,630769;19;1,35530351665597e-03;03103;5468569,476923077;9703752,335495131;510723,80713132268;region_03
3103052020;03103;13;14019;Tierra Amarilla;287819,446153846;2017;4034940815,630769;952;6,79078393608674e-02;03103;274004112,738461494;96195964,816862538;101046,18153031780;region_03
3103052901;03103;2;14019;Tierra Amarilla;287819,446153846;2017;4034940815,630769;53;3,78058349382980e-03;03103;15254430,646153845;18036637,961227737;340313,92379674979;region_03
3103062011;03103;1;14019;Tierra Amarilla;287819,446153846;2017;4034940815,630769;119;8,48847992010842e-03;03103;34250514,092307687;9703752,335495131;81544,13727306834;region_03
3103062030;03103;1;14019;Tierra Amarilla;287819,446153846;2017;4034940815,630769;16;1,14130822455239e-03;03103;4605111,138461539;9703752,335495131;606484,52096844569;region_03
3103062901;03103;3;14019;Tierra Amarilla;287819,446153846;2017;4034940815,630769;122;8,70247521221200e-03;03103;35113972,430769227;25920106,699445959;212459,89097906527;region_03
3103072012;03103;1;14019;Tierra Amarilla;287819,446153846;2017;4034940815,630769;27;1,92595762893216e-03;03103;7771125,046153845;9703752,335495131;359398,23464796785;region_03
3103072023;03103;1;14019;Tierra Amarilla;287819,446153846;2017;4034940815,630769;74;5,27855053855482e-03;03103;21298639,015384614;9703752,335495131;131131,78831750181;region_03
3201012003;03201;1;NA;NA;NA;NA;NA;27;2,20967345936656e-03;03201;NA;9703752,335495131;NA;region_03
3201022006;03201;16;NA;NA;NA;NA;NA;699;5,72059906702676e-02;03201;NA;115825248,603296801;NA;region_03
3201032007;03201;11;NA;NA;NA;NA;NA;185;1,51403551845487e-02;03201;NA;82846400,920897633;NA;region_03
3201032020;03201;1;NA;NA;NA;NA;NA;70;5,72878304280219e-03;03201;NA;9703752,335495131;NA;region_03
3201032901;03201;2;NA;NA;NA;NA;NA;64;5,23774449627629e-03;03201;NA;18036637,961227737;NA;region_03
3202022901;03202;6;13925;Diego de Almagro;326439,000000000;2017;4545663075,000000;294;2,11131059245960e-02;03202;95973066,000000000;48178432,867067195;163872,22063628299;region_03
3202042008;03202;3;13925;Diego de Almagro;326439,000000000;2017;4545663075,000000;319;2,29084380610413e-02;03202;104134041,000000000;25920106,699445959;81254,25297631962;region_03
3301032005;03301;3;51917;Vallenar;217644,600000000;2017;11299454698,200001;49;9,43814164917079e-04;03301;10664585,400000000;25920106,699445959;528981,76937644812;region_03
3301032017;03301;5;51917;Vallenar;217644,600000000;2017;11299454698,200001;386;7,43494423791822e-03;03301;84010815,600000009;40929800,623299465;106035,75291010224;region_03
3301042005;03301;4;51917;Vallenar;217644,600000000;2017;11299454698,200001;184;3,54411849683148e-03;03301;40046606,400000006;33525207,331850246;182202,21376005569;region_03
3301042060;03301;4;51917;Vallenar;217644,600000000;2017;11299454698,200001;172;3,31298033399464e-03;03301;37434871,199999996;33525207,331850246;194913,99611540843;region_03
3301042901;03301;2;51917;Vallenar;217644,600000000;2017;11299454698,200001;23;4,43014812103935e-04;03301;5005825,800000001;18036637,961227737;784201,65048816253;region_03
3301052002;03301;12;51917;Vallenar;217644,600000000;2017;11299454698,200001;574;1,10561087890286e-02;03301;124928000,400000021;89550611,054240912;156011,51751609912;region_03
3301052006;03301;1;51917;Vallenar;217644,600000000;2017;11299454698,200001;55;1,05938324633550e-03;03301;11970453,000000000;9703752,335495131;176431,86064536602;region_03
3301052010;03301;8;51917;Vallenar;217644,600000000;2017;11299454698,200001;343;6,60669915441955e-03;03301;74652097,799999997;62314247,758346863;181674,19171529697;region_03
3301052014;03301;5;51917;Vallenar;217644,600000000;2017;11299454698,200001;37;7,12676002080244e-04;03301;8052850,200000001;40929800,623299465;1106210,82765674219;region_03
3301052028;03301;15;51917;Vallenar;217644,600000000;2017;11299454698,200001;523;1,00737715969721e-02;03301;113828125,800000012;109329335,978857264;209042,70741655308;region_03
3301052036;03301;15;51917;Vallenar;217644,600000000;2017;11299454698,200001;537;1,03434327869484e-02;03301;116875150,200000003;109329335,978857264;203592,80442990179;region_03
3301052038;03301;1;51917;Vallenar;217644,600000000;2017;11299454698,200001;87;1,67575168056706e-03;03301;18935080,199999999;9703752,335495131;111537,38316661070;region_03
3301052063;03301;3;51917;Vallenar;217644,600000000;2017;11299454698,200001;90;1,73353622127627e-03;03301;19588014,000000000;25920106,699445959;288001,18554939952;region_03
3301082012;03301;12;51917;Vallenar;217644,600000000;2017;11299454698,200001;796;1,53321648015101e-02;03301;173245101,599999994;89550611,054240912;112500,76765608155;region_03
3301082901;03301;5;51917;Vallenar;217644,600000000;2017;11299454698,200001;177;3,40928790184333e-03;03301;38523094,200000003;40929800,623299465;231241,81143107041;region_03
